@relation 'snake_game-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.attribute.Remove-R3-4,10,16-17'

@attribute snake_pos_x numeric
@attribute snake_pos_y numeric
@attribute food_pos_x numeric
@attribute food_pos_y numeric
@attribute food_side_y {UP,DOWN,EQUAL}
@attribute food_side_x {RIGHT,LEFT,EQUAL}
@attribute manhattan_distance numeric
@attribute large_snake numeric
@attribute right_safe {True,False}
@attribute left_safe {True,False}
@attribute up_safe {True,False}
@attribute down_safe {True,False}
@attribute cycle {True,False}
@attribute body_indirection {True,False}
@attribute previous_direction {UP,DOWN,LEFT,RIGHT}
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
390,330,360,430,DOWN,LEFT,130,56,True,True,False,True,False,False,DOWN,DOWN
450,240,460,440,DOWN,RIGHT,210,58,True,True,False,True,True,False,DOWN,DOWN
60,60,60,180,DOWN,EQUAL,120,14,True,True,False,True,True,False,DOWN,DOWN
260,310,430,320,DOWN,RIGHT,180,46,True,False,True,True,True,False,RIGHT,RIGHT
270,330,300,330,EQUAL,RIGHT,30,36,True,True,True,False,True,False,UP,RIGHT
180,410,160,410,EQUAL,LEFT,20,54,True,True,False,True,True,False,DOWN,DOWN
420,320,100,370,DOWN,LEFT,370,9,True,True,False,True,False,False,DOWN,DOWN
360,50,390,80,DOWN,RIGHT,60,55,True,False,True,True,False,False,RIGHT,RIGHT
10,40,220,70,DOWN,RIGHT,240,29,True,True,True,False,False,False,UP,UP
450,120,370,230,DOWN,LEFT,190,50,True,True,True,False,True,False,UP,UP
320,390,310,120,UP,LEFT,280,48,True,True,True,False,False,False,UP,UP
380,130,390,170,DOWN,RIGHT,50,49,True,False,True,True,False,False,RIGHT,RIGHT
170,0,420,20,DOWN,RIGHT,270,4,True,False,False,True,False,False,RIGHT,RIGHT
390,80,360,430,EQUAL,EQUAL,380,56,True,True,False,True,False,False,DOWN,DOWN
220,320,30,410,DOWN,LEFT,280,41,True,True,True,False,True,False,UP,UP
170,210,40,400,DOWN,LEFT,320,39,False,True,True,True,False,False,LEFT,LEFT
270,310,430,320,DOWN,RIGHT,170,46,True,False,True,True,True,False,RIGHT,RIGHT
230,440,350,310,UP,RIGHT,250,23,True,False,True,True,False,False,RIGHT,RIGHT
40,290,30,440,DOWN,LEFT,160,12,True,True,False,True,False,False,DOWN,DOWN
40,310,430,320,DOWN,RIGHT,400,46,True,False,True,True,True,True,RIGHT,RIGHT
250,440,40,210,UP,LEFT,440,45,True,False,True,True,False,False,RIGHT,RIGHT
320,290,20,330,DOWN,LEFT,340,33,True,True,False,True,False,False,DOWN,DOWN
440,220,450,270,DOWN,RIGHT,60,16,True,True,False,True,False,False,DOWN,RIGHT
280,250,280,210,UP,EQUAL,40,17,True,True,True,False,True,False,UP,UP
360,300,280,210,UP,LEFT,170,17,False,True,True,True,False,False,LEFT,LEFT
360,150,460,20,UP,RIGHT,230,18,True,False,True,True,True,False,RIGHT,RIGHT
110,260,100,50,UP,LEFT,220,52,True,True,True,False,True,False,UP,UP
460,10,190,190,DOWN,LEFT,450,19,True,True,True,False,False,False,UP,LEFT
50,210,40,400,DOWN,LEFT,200,39,False,True,True,True,False,False,LEFT,LEFT
320,280,310,120,UP,LEFT,170,48,True,True,True,False,False,False,UP,UP
410,310,340,300,UP,LEFT,80,5,False,True,True,True,True,False,LEFT,LEFT
150,410,160,420,DOWN,RIGHT,20,43,True,True,False,True,False,False,DOWN,DOWN
100,440,110,440,EQUAL,RIGHT,10,22,True,True,False,True,False,False,DOWN,RIGHT
410,80,440,80,EQUAL,RIGHT,30,60,True,False,True,True,True,False,RIGHT,RIGHT
130,260,110,440,DOWN,LEFT,200,22,False,True,True,True,False,False,LEFT,LEFT
60,210,40,210,EQUAL,LEFT,20,45,False,True,True,True,True,False,LEFT,LEFT
30,380,290,50,UP,RIGHT,590,42,True,False,True,False,False,False,UP,UP
290,280,290,50,UP,EQUAL,230,42,True,True,True,False,False,False,UP,UP
230,190,460,440,DOWN,RIGHT,480,58,True,False,True,True,True,False,RIGHT,RIGHT
70,220,100,10,UP,RIGHT,240,10,True,True,True,False,True,False,UP,UP
40,120,30,440,DOWN,LEFT,330,12,False,True,True,True,False,False,LEFT,DOWN
100,430,110,440,DOWN,RIGHT,20,22,True,True,False,True,False,False,DOWN,DOWN
30,240,430,320,DOWN,RIGHT,480,46,True,True,False,True,True,False,DOWN,DOWN
270,240,40,210,UP,LEFT,260,45,True,True,True,False,False,False,UP,UP
190,140,190,190,DOWN,EQUAL,50,19,True,True,False,True,False,False,DOWN,DOWN
300,440,350,310,UP,RIGHT,180,23,True,False,True,True,False,False,RIGHT,RIGHT
190,320,210,440,DOWN,RIGHT,140,44,True,True,False,True,True,False,DOWN,DOWN
130,410,220,360,UP,RIGHT,140,40,True,False,True,True,True,False,RIGHT,RIGHT
340,200,170,100,UP,LEFT,270,6,True,True,True,False,True,False,UP,UP
390,320,360,430,DOWN,LEFT,140,56,True,True,False,True,False,False,DOWN,DOWN
310,60,310,120,DOWN,EQUAL,60,48,True,False,False,True,True,True,DOWN,DOWN
150,400,160,420,DOWN,RIGHT,30,43,True,True,False,True,False,False,DOWN,DOWN
180,90,190,190,DOWN,RIGHT,110,19,True,True,False,True,True,False,DOWN,DOWN
320,410,310,120,UP,LEFT,300,48,True,False,True,True,True,False,RIGHT,UP
70,60,100,10,UP,RIGHT,80,10,True,True,True,False,True,False,UP,UP
160,200,390,80,UP,RIGHT,350,55,True,True,True,False,False,False,UP,UP
190,120,120,70,UP,LEFT,120,31,False,True,True,True,False,False,LEFT,LEFT
280,210,40,400,DOWN,LEFT,430,39,False,True,True,True,False,False,LEFT,LEFT
200,210,40,210,EQUAL,LEFT,160,45,False,True,True,True,True,False,LEFT,LEFT
150,140,260,150,DOWN,RIGHT,120,15,True,False,True,True,False,False,RIGHT,RIGHT
380,210,380,200,UP,EQUAL,10,59,True,True,True,False,True,False,UP,UP
100,70,220,70,EQUAL,RIGHT,120,29,True,False,True,True,False,False,RIGHT,RIGHT
90,210,40,400,DOWN,LEFT,240,39,False,True,True,True,False,False,LEFT,LEFT
440,410,390,260,UP,LEFT,200,38,True,True,False,True,False,False,DOWN,DOWN
220,90,170,100,DOWN,LEFT,60,6,False,True,True,True,False,False,LEFT,LEFT
310,260,150,260,EQUAL,LEFT,160,21,False,True,True,True,False,False,LEFT,LEFT
180,300,210,440,DOWN,RIGHT,170,44,True,False,True,True,True,False,RIGHT,RIGHT
340,30,400,20,UP,RIGHT,70,8,True,False,True,True,False,False,RIGHT,UP
110,320,100,50,UP,LEFT,280,52,True,True,True,False,True,False,UP,UP
320,220,20,330,DOWN,LEFT,410,33,True,True,False,True,False,False,DOWN,DOWN
340,190,170,100,UP,LEFT,260,6,True,True,True,False,True,False,UP,UP
160,420,210,440,EQUAL,EQUAL,70,44,True,False,True,True,False,False,RIGHT,RIGHT
420,90,370,230,DOWN,LEFT,190,50,False,True,True,True,True,False,LEFT,LEFT
420,170,100,370,DOWN,LEFT,520,9,True,True,False,True,False,False,DOWN,DOWN
160,120,160,420,DOWN,EQUAL,300,43,True,True,False,True,True,False,DOWN,DOWN
150,360,100,50,UP,LEFT,360,52,False,True,True,True,False,False,LEFT,LEFT
70,80,100,10,UP,RIGHT,100,10,True,True,True,False,True,False,UP,UP
110,70,100,10,UP,LEFT,70,10,False,True,True,False,True,False,UP,UP
370,310,370,330,DOWN,EQUAL,20,51,True,True,False,True,False,False,DOWN,DOWN
370,300,370,330,DOWN,EQUAL,30,51,True,True,False,True,False,False,DOWN,DOWN
60,120,60,180,DOWN,EQUAL,60,14,True,True,False,True,True,False,DOWN,DOWN
350,0,420,20,DOWN,RIGHT,90,4,True,False,False,True,False,False,RIGHT,RIGHT
350,360,100,50,UP,LEFT,560,52,False,True,True,True,False,False,LEFT,LEFT
290,470,320,270,UP,RIGHT,230,26,True,False,True,False,True,False,RIGHT,RIGHT
130,160,130,70,UP,EQUAL,90,13,True,True,True,False,False,False,UP,UP
310,280,180,280,EQUAL,LEFT,130,24,False,True,True,True,True,False,LEFT,LEFT
270,150,450,270,DOWN,RIGHT,300,16,True,False,True,True,False,False,RIGHT,RIGHT
170,450,270,380,UP,RIGHT,170,35,True,False,True,True,False,False,RIGHT,RIGHT
340,0,420,20,DOWN,RIGHT,100,4,True,False,False,True,False,False,RIGHT,RIGHT
240,410,310,120,UP,RIGHT,360,48,True,False,True,True,True,True,RIGHT,RIGHT
450,270,460,440,DOWN,RIGHT,180,58,True,True,False,True,True,False,DOWN,DOWN
390,120,360,430,DOWN,LEFT,340,56,True,True,False,True,False,False,DOWN,DOWN
350,300,280,210,UP,LEFT,160,17,False,True,True,True,False,False,LEFT,LEFT
160,120,170,100,UP,RIGHT,30,6,True,True,False,True,False,False,DOWN,DOWN
160,60,390,80,DOWN,RIGHT,250,55,True,True,True,False,False,False,UP,UP
280,310,430,320,DOWN,RIGHT,160,46,True,False,True,True,True,False,RIGHT,RIGHT
120,250,130,70,UP,RIGHT,190,13,True,True,True,False,False,False,UP,UP
430,310,40,240,UP,LEFT,460,57,True,True,True,False,True,False,UP,UP
220,10,190,190,DOWN,LEFT,210,19,False,True,True,True,False,False,LEFT,LEFT
220,70,270,120,EQUAL,EQUAL,100,30,True,False,True,True,False,False,RIGHT,RIGHT
410,10,190,190,DOWN,LEFT,400,19,False,True,True,True,False,False,LEFT,LEFT
390,360,360,430,DOWN,LEFT,100,56,True,True,False,True,False,False,DOWN,DOWN
370,340,100,50,UP,LEFT,560,52,True,True,False,True,False,False,DOWN,DOWN
190,30,400,20,UP,RIGHT,220,8,True,False,True,True,True,False,RIGHT,UP
430,450,280,450,EQUAL,LEFT,150,47,True,True,False,True,False,False,DOWN,LEFT
440,300,280,210,UP,LEFT,250,17,False,True,True,True,False,False,LEFT,LEFT
140,210,40,210,EQUAL,LEFT,100,45,False,True,True,True,True,False,LEFT,LEFT
420,200,100,370,DOWN,LEFT,490,9,True,True,False,True,False,False,DOWN,DOWN
380,130,440,80,UP,RIGHT,110,60,True,True,True,False,True,False,UP,UP
350,370,350,310,UP,EQUAL,60,23,True,True,True,False,True,False,UP,UP
420,300,280,210,UP,LEFT,230,17,False,True,True,True,False,False,LEFT,LEFT
220,30,160,420,DOWN,LEFT,450,43,False,True,True,True,False,False,LEFT,LEFT
440,180,450,270,DOWN,RIGHT,100,16,True,True,False,True,False,False,DOWN,DOWN
160,420,160,410,UP,EQUAL,10,54,False,True,True,True,True,False,LEFT,LEFT
460,80,460,20,UP,EQUAL,60,18,True,True,True,False,False,False,UP,UP
150,360,160,420,DOWN,RIGHT,70,43,True,True,False,True,False,False,DOWN,DOWN
50,250,400,20,EQUAL,EQUAL,580,8,True,True,True,False,True,False,UP,UP
120,300,130,70,UP,RIGHT,240,13,True,False,True,True,False,False,RIGHT,UP
120,320,110,440,DOWN,LEFT,130,22,True,True,False,True,False,False,DOWN,DOWN
150,120,120,70,UP,LEFT,80,31,False,True,True,True,False,False,LEFT,LEFT
40,360,40,400,DOWN,EQUAL,40,39,True,True,False,True,True,False,DOWN,DOWN
60,30,220,70,DOWN,RIGHT,200,29,True,False,True,True,True,False,RIGHT,DOWN
140,300,210,440,DOWN,RIGHT,210,44,True,False,True,True,True,False,RIGHT,RIGHT
40,280,30,440,DOWN,LEFT,170,12,True,True,False,True,False,False,DOWN,DOWN
390,260,40,400,EQUAL,EQUAL,490,39,True,True,True,False,False,False,UP,UP
70,30,100,10,UP,RIGHT,50,10,True,True,True,False,True,False,UP,UP
150,280,30,410,DOWN,LEFT,250,41,False,True,True,True,True,False,LEFT,LEFT
450,180,120,80,UP,LEFT,430,61,True,True,False,True,True,False,DOWN,DOWN
450,90,120,80,UP,LEFT,340,61,True,True,False,True,True,True,DOWN,DOWN
180,420,210,440,DOWN,RIGHT,50,44,True,False,True,True,False,False,RIGHT,RIGHT
380,10,190,190,DOWN,LEFT,370,19,False,True,True,True,False,False,LEFT,LEFT
220,50,390,80,DOWN,RIGHT,200,55,True,False,True,True,False,False,RIGHT,RIGHT
40,220,30,440,DOWN,LEFT,230,12,True,True,False,True,False,False,DOWN,DOWN
390,410,360,430,DOWN,LEFT,50,56,True,True,False,True,False,False,DOWN,DOWN
160,30,400,20,UP,RIGHT,250,8,True,False,True,True,True,False,RIGHT,RIGHT
320,150,460,20,UP,RIGHT,270,18,True,False,True,True,True,False,RIGHT,RIGHT
70,420,160,410,UP,RIGHT,100,54,False,True,True,True,True,False,LEFT,UP
260,370,100,370,EQUAL,LEFT,160,9,False,True,True,True,True,False,LEFT,LEFT
110,300,130,70,UP,RIGHT,250,13,True,False,True,True,False,False,RIGHT,RIGHT
290,120,290,50,UP,EQUAL,70,42,True,True,True,False,False,False,UP,UP
110,370,100,370,EQUAL,LEFT,10,9,False,True,True,True,True,False,LEFT,LEFT
170,70,220,70,EQUAL,RIGHT,50,29,True,False,True,True,False,False,RIGHT,RIGHT
370,370,100,370,EQUAL,LEFT,270,9,False,True,True,True,True,False,LEFT,LEFT
200,150,50,250,DOWN,LEFT,250,7,True,True,False,True,False,False,DOWN,DOWN
320,430,360,430,EQUAL,RIGHT,40,56,True,False,False,True,False,False,RIGHT,RIGHT
280,100,270,120,DOWN,LEFT,30,30,True,True,False,True,False,False,DOWN,DOWN
140,140,260,150,DOWN,RIGHT,130,15,True,True,True,False,True,False,UP,RIGHT
220,470,320,270,UP,RIGHT,300,26,True,False,True,False,True,False,RIGHT,RIGHT
280,170,280,160,UP,EQUAL,10,32,False,True,True,True,False,False,LEFT,LEFT
150,310,430,320,DOWN,RIGHT,290,46,True,False,True,True,True,False,RIGHT,RIGHT
70,440,130,70,UP,RIGHT,430,13,True,False,True,True,False,False,RIGHT,RIGHT
40,340,40,400,DOWN,EQUAL,60,39,True,True,False,True,True,False,DOWN,DOWN
320,360,310,120,UP,LEFT,250,48,True,True,True,False,False,False,UP,UP
180,360,160,410,EQUAL,EQUAL,70,54,True,True,False,True,True,False,DOWN,DOWN
70,180,100,10,UP,RIGHT,200,10,True,True,True,False,True,False,UP,UP
230,40,120,50,DOWN,LEFT,120,27,False,True,True,True,True,False,LEFT,LEFT
420,80,100,370,DOWN,LEFT,610,9,True,True,False,True,False,False,DOWN,DOWN
30,370,290,50,UP,RIGHT,580,42,True,False,True,False,False,False,UP,UP
420,360,100,370,DOWN,LEFT,330,9,True,True,False,True,False,False,DOWN,DOWN
220,100,30,440,DOWN,LEFT,530,12,True,True,False,True,False,False,DOWN,DOWN
70,280,30,410,DOWN,LEFT,170,41,False,True,True,True,True,False,LEFT,LEFT
70,90,10,110,DOWN,LEFT,80,28,False,True,True,True,False,False,LEFT,LEFT
190,330,210,440,DOWN,RIGHT,130,44,True,True,False,True,True,False,DOWN,DOWN
280,360,100,50,UP,LEFT,490,52,False,True,True,True,False,False,LEFT,LEFT
320,190,310,120,UP,LEFT,80,48,True,True,True,False,False,False,UP,UP
460,210,460,190,UP,EQUAL,20,20,True,True,True,False,False,False,UP,UP
150,320,160,420,DOWN,RIGHT,110,43,True,True,False,True,False,False,DOWN,DOWN
130,0,130,10,DOWN,EQUAL,10,3,False,True,False,True,False,False,LEFT,LEFT
220,380,220,360,UP,EQUAL,20,40,True,True,True,False,True,False,UP,UP
260,150,450,270,EQUAL,EQUAL,310,16,True,False,True,True,False,False,RIGHT,RIGHT
50,330,210,440,DOWN,RIGHT,270,44,True,True,True,False,True,False,UP,UP
230,10,190,190,DOWN,LEFT,220,19,False,True,True,True,False,False,LEFT,LEFT
20,350,30,410,DOWN,RIGHT,70,41,True,True,False,True,True,False,DOWN,DOWN
10,380,10,460,DOWN,EQUAL,80,25,True,True,False,True,True,False,DOWN,DOWN
430,410,40,240,UP,LEFT,560,57,True,True,True,False,True,False,UP,UP
460,150,460,20,UP,EQUAL,130,18,True,False,True,True,True,False,RIGHT,UP
30,210,430,320,DOWN,RIGHT,510,46,False,True,True,True,True,False,LEFT,DOWN
400,160,150,260,DOWN,LEFT,350,21,False,True,True,True,True,False,LEFT,LEFT
60,200,260,150,UP,RIGHT,250,15,True,True,False,True,True,False,DOWN,DOWN
170,280,10,460,DOWN,LEFT,340,25,False,True,True,True,True,False,LEFT,LEFT
180,120,120,70,UP,LEFT,110,31,False,True,True,True,False,False,LEFT,LEFT
290,90,290,50,UP,EQUAL,40,42,True,True,True,False,False,False,UP,UP
380,220,380,200,UP,EQUAL,20,59,True,True,True,False,True,False,UP,UP
340,330,440,370,DOWN,RIGHT,140,37,True,False,True,True,False,False,RIGHT,RIGHT
270,70,270,120,DOWN,EQUAL,50,30,True,False,True,True,False,False,RIGHT,RIGHT
250,440,350,310,UP,RIGHT,230,23,True,False,True,True,False,False,RIGHT,RIGHT
340,300,170,100,EQUAL,EQUAL,370,6,True,True,True,False,True,False,UP,UP
120,310,110,440,DOWN,LEFT,140,22,True,False,True,True,False,False,RIGHT,DOWN
290,300,290,50,UP,EQUAL,250,42,True,False,True,True,False,False,RIGHT,UP
100,340,130,70,UP,RIGHT,300,13,True,True,True,False,True,False,UP,UP
340,150,460,20,UP,RIGHT,250,18,True,False,True,True,True,False,RIGHT,RIGHT
310,90,310,120,DOWN,EQUAL,30,48,True,False,False,True,True,True,DOWN,DOWN
150,410,160,410,EQUAL,RIGHT,10,54,True,False,True,False,False,True,RIGHT,RIGHT
390,190,460,440,DOWN,RIGHT,320,58,True,False,True,True,True,False,RIGHT,RIGHT
200,220,50,250,DOWN,LEFT,180,7,True,True,False,True,False,False,DOWN,DOWN
410,450,280,450,EQUAL,LEFT,130,47,False,True,True,True,False,False,LEFT,LEFT
200,230,50,250,DOWN,LEFT,170,7,True,True,False,True,False,False,DOWN,DOWN
10,430,10,460,DOWN,EQUAL,30,25,True,True,False,True,True,False,DOWN,DOWN
290,110,290,50,UP,EQUAL,60,42,True,True,True,False,False,False,UP,UP
350,400,350,310,UP,EQUAL,90,23,True,True,True,False,True,False,UP,UP
340,260,150,260,EQUAL,LEFT,190,21,False,True,True,True,False,False,LEFT,LEFT
300,90,370,230,DOWN,RIGHT,210,50,False,True,True,True,True,False,LEFT,LEFT
100,120,30,440,DOWN,LEFT,390,12,False,True,True,True,False,False,LEFT,LEFT
70,420,30,410,UP,LEFT,50,41,True,False,True,True,True,False,RIGHT,RIGHT
10,290,80,410,DOWN,RIGHT,190,34,True,True,True,False,True,False,UP,UP
410,310,430,320,DOWN,RIGHT,30,46,True,False,True,True,True,False,RIGHT,RIGHT
110,450,210,440,UP,RIGHT,110,44,False,True,True,True,False,False,LEFT,LEFT
310,90,170,100,DOWN,LEFT,150,6,False,True,True,True,False,False,LEFT,LEFT
120,280,30,410,DOWN,LEFT,220,41,False,True,True,True,True,False,LEFT,LEFT
80,330,20,330,EQUAL,LEFT,60,33,False,True,True,True,False,False,LEFT,LEFT
220,360,100,50,UP,LEFT,430,52,False,True,True,True,False,False,LEFT,LEFT
390,90,370,230,DOWN,LEFT,160,50,False,True,True,True,True,False,LEFT,LEFT
220,170,280,160,UP,RIGHT,70,32,False,True,True,True,False,False,LEFT,LEFT
310,10,190,190,DOWN,LEFT,300,19,False,True,True,True,False,False,LEFT,LEFT
120,300,210,440,DOWN,RIGHT,230,44,True,False,True,True,True,False,RIGHT,RIGHT
80,290,110,440,DOWN,RIGHT,180,22,True,True,False,True,False,False,DOWN,DOWN
410,300,280,210,UP,LEFT,220,17,False,True,True,True,False,False,LEFT,LEFT
60,330,20,330,EQUAL,LEFT,40,33,False,True,True,True,False,False,LEFT,LEFT
180,30,190,190,DOWN,RIGHT,170,19,True,True,False,True,True,False,DOWN,DOWN
70,370,100,10,UP,RIGHT,390,10,False,True,True,True,True,False,LEFT,UP
160,230,390,80,UP,RIGHT,380,55,True,True,True,False,False,False,UP,UP
120,300,290,50,UP,RIGHT,420,42,True,False,True,True,False,False,RIGHT,RIGHT
270,410,270,380,UP,EQUAL,30,35,True,True,True,False,True,False,UP,UP
340,20,400,20,EQUAL,RIGHT,60,8,True,True,True,False,False,False,UP,RIGHT
270,400,270,380,UP,EQUAL,20,35,True,True,True,False,True,False,UP,UP
380,360,380,200,UP,EQUAL,160,59,True,True,True,False,True,True,UP,UP
170,150,170,100,UP,EQUAL,50,6,True,False,True,False,True,False,UP,UP
430,280,40,240,UP,LEFT,430,57,True,True,True,False,True,False,UP,UP
390,210,40,400,DOWN,LEFT,540,39,True,True,True,False,False,False,UP,LEFT
370,300,280,210,UP,LEFT,180,17,False,True,True,True,False,False,LEFT,LEFT
100,130,100,50,UP,EQUAL,80,52,True,True,True,False,False,False,UP,UP
260,120,120,70,UP,LEFT,190,31,False,True,True,True,False,False,LEFT,LEFT
230,420,310,120,UP,RIGHT,380,48,True,True,True,False,True,False,UP,UP
130,30,130,10,UP,EQUAL,20,3,True,True,True,False,True,False,UP,UP
270,270,40,210,UP,LEFT,290,45,True,True,True,False,False,False,UP,UP
240,160,280,160,EQUAL,RIGHT,40,32,True,False,True,False,False,False,RIGHT,RIGHT
290,140,290,50,UP,EQUAL,90,42,True,True,True,False,False,False,UP,UP
170,40,280,160,DOWN,RIGHT,230,32,True,False,True,True,True,False,RIGHT,RIGHT
70,300,100,10,UP,RIGHT,320,10,True,True,True,False,True,False,UP,UP
60,410,220,360,UP,RIGHT,210,40,True,False,True,True,True,False,RIGHT,RIGHT
100,370,130,70,UP,RIGHT,330,13,True,True,True,False,True,False,UP,UP
240,70,270,120,DOWN,RIGHT,80,30,True,False,True,True,False,False,RIGHT,RIGHT
110,220,260,150,UP,RIGHT,220,15,True,False,True,True,True,False,RIGHT,RIGHT
130,170,280,160,UP,RIGHT,160,32,False,True,True,True,False,False,LEFT,LEFT
450,10,190,190,DOWN,LEFT,440,19,False,True,True,True,False,False,LEFT,LEFT
320,170,310,120,UP,LEFT,60,48,True,True,True,False,False,False,UP,UP
50,360,210,440,DOWN,RIGHT,240,44,True,True,True,False,True,False,UP,UP
420,310,100,370,DOWN,LEFT,380,9,True,True,False,True,False,False,DOWN,DOWN
200,30,160,420,DOWN,LEFT,430,43,False,True,True,True,False,False,LEFT,LEFT
200,370,100,370,EQUAL,LEFT,100,9,False,True,True,True,True,False,LEFT,LEFT
300,150,450,270,DOWN,RIGHT,270,16,True,False,True,True,False,False,RIGHT,RIGHT
420,170,340,300,DOWN,LEFT,210,5,True,True,False,True,False,False,DOWN,DOWN
140,0,420,20,DOWN,RIGHT,300,4,True,False,False,True,False,False,RIGHT,RIGHT
400,90,370,230,DOWN,LEFT,170,50,False,True,True,True,True,False,LEFT,LEFT
120,340,110,440,DOWN,LEFT,110,22,True,True,False,True,False,False,DOWN,DOWN
90,280,30,410,DOWN,LEFT,190,41,False,True,True,True,True,False,LEFT,LEFT
40,330,40,400,DOWN,EQUAL,70,39,True,True,False,True,True,False,DOWN,DOWN
40,220,40,400,DOWN,EQUAL,180,39,True,True,False,True,True,False,DOWN,DOWN
390,370,360,430,DOWN,LEFT,90,56,True,True,False,True,False,False,DOWN,DOWN
390,300,280,210,UP,LEFT,200,17,False,True,True,True,False,False,LEFT,LEFT
290,420,390,260,UP,RIGHT,260,38,True,True,True,False,True,False,UP,UP
70,20,180,80,DOWN,RIGHT,170,11,True,True,False,True,False,False,DOWN,DOWN
140,120,30,440,DOWN,LEFT,430,12,False,True,True,True,False,False,LEFT,LEFT
110,90,100,10,UP,LEFT,90,10,False,True,True,False,True,False,UP,UP
290,10,190,190,DOWN,LEFT,280,19,False,True,True,True,False,False,LEFT,LEFT
110,190,100,50,UP,LEFT,150,52,True,True,True,False,True,False,UP,LEFT
130,150,280,160,DOWN,RIGHT,160,32,True,False,True,True,True,True,RIGHT,RIGHT
420,160,150,260,DOWN,LEFT,370,21,False,True,True,True,True,False,LEFT,LEFT
270,340,40,210,UP,LEFT,360,45,True,True,True,False,False,False,UP,UP
320,330,440,370,DOWN,RIGHT,160,37,True,False,True,True,False,False,RIGHT,RIGHT
320,350,320,270,UP,EQUAL,80,26,True,True,True,False,True,False,UP,UP
350,20,400,20,EQUAL,RIGHT,50,8,True,False,True,True,False,False,RIGHT,RIGHT
40,250,30,440,DOWN,LEFT,200,12,True,True,False,True,False,False,DOWN,DOWN
430,160,150,260,DOWN,LEFT,380,21,False,True,True,True,True,False,LEFT,LEFT
60,220,80,410,DOWN,RIGHT,210,34,True,False,True,True,True,True,RIGHT,DOWN
380,370,100,370,EQUAL,LEFT,280,9,False,True,True,True,True,False,LEFT,LEFT
450,350,460,440,DOWN,RIGHT,100,58,True,True,False,True,True,False,DOWN,DOWN
40,240,40,400,DOWN,EQUAL,160,39,True,True,False,True,True,False,DOWN,DOWN
270,390,270,380,UP,EQUAL,10,35,True,True,True,False,True,False,UP,UP
320,10,190,190,DOWN,LEFT,310,19,False,True,True,True,False,False,LEFT,LEFT
390,270,390,260,UP,EQUAL,10,38,True,True,True,False,False,False,UP,UP
450,100,120,80,UP,LEFT,350,61,True,True,False,True,True,True,DOWN,DOWN
470,220,120,80,UP,LEFT,490,61,False,False,True,True,False,False,RIGHT,RIGHT
320,440,320,270,UP,EQUAL,170,26,True,True,True,False,True,False,UP,UP
430,410,280,450,DOWN,LEFT,190,47,True,True,False,True,False,False,DOWN,DOWN
290,30,400,20,UP,RIGHT,120,8,True,False,True,True,False,False,RIGHT,RIGHT
220,330,20,330,EQUAL,LEFT,200,33,False,True,True,True,False,False,LEFT,LEFT
200,230,40,240,DOWN,LEFT,170,57,False,True,True,True,True,False,LEFT,LEFT
350,320,350,310,UP,EQUAL,10,23,True,True,True,False,True,False,UP,UP
10,150,10,110,UP,EQUAL,40,28,False,True,True,False,False,False,UP,UP
450,450,380,200,UP,LEFT,320,59,False,True,True,True,False,False,LEFT,LEFT
180,370,100,370,EQUAL,LEFT,80,9,False,True,True,True,True,False,LEFT,LEFT
420,280,100,370,DOWN,LEFT,410,9,True,True,False,True,False,False,DOWN,DOWN
100,140,100,50,UP,EQUAL,90,52,True,True,True,False,False,False,UP,UP
190,210,40,400,DOWN,LEFT,340,39,False,True,True,True,False,False,LEFT,LEFT
380,110,440,80,UP,RIGHT,90,60,True,True,True,False,True,False,UP,UP
40,170,30,440,DOWN,LEFT,280,12,True,True,False,True,False,False,DOWN,DOWN
160,360,80,410,DOWN,LEFT,130,34,True,True,False,True,False,False,DOWN,DOWN
70,130,100,10,UP,RIGHT,150,10,True,True,True,False,True,False,UP,UP
100,280,10,460,DOWN,LEFT,270,25,False,True,True,True,True,False,LEFT,LEFT
340,300,280,210,UP,LEFT,150,17,False,True,True,True,False,False,LEFT,LEFT
170,80,50,250,DOWN,LEFT,290,7,True,True,True,False,True,False,UP,UP
450,340,460,440,DOWN,RIGHT,110,58,True,True,False,True,True,False,DOWN,DOWN
290,430,360,430,EQUAL,RIGHT,70,56,True,True,False,True,False,False,DOWN,RIGHT
90,330,20,330,EQUAL,LEFT,70,33,False,True,True,True,False,False,LEFT,LEFT
320,0,420,20,DOWN,RIGHT,120,4,True,False,False,True,False,False,RIGHT,RIGHT
100,170,100,50,UP,EQUAL,120,52,True,True,True,False,False,False,UP,UP
420,150,460,20,UP,RIGHT,170,18,True,False,True,True,True,False,RIGHT,RIGHT
420,30,100,370,DOWN,LEFT,660,9,True,True,False,True,False,False,DOWN,DOWN
220,230,40,240,DOWN,LEFT,190,57,False,True,True,True,True,False,LEFT,LEFT
430,150,460,20,UP,RIGHT,160,18,True,False,True,True,True,False,RIGHT,RIGHT
330,450,280,450,EQUAL,LEFT,50,47,False,True,True,True,False,False,LEFT,LEFT
30,320,290,50,UP,RIGHT,530,42,True,True,True,False,False,False,UP,UP
260,170,280,160,UP,RIGHT,30,32,False,True,True,True,False,False,LEFT,LEFT
