@relation snake_game

@attribute snake_pos_x NUMERIC
@attribute snake_pos_y NUMERIC
@attribute snake_pos_x_next NUMERIC
@attribute snake_pos_y_next NUMERIC
@attribute food_pos_x NUMERIC
@attribute food_pos_y NUMERIC
@attribute food_side_y {UP, DOWN, EQUAL}
@attribute food_side_x {RIGHT, LEFT, EQUAL}
@attribute manhattan_distance NUMERIC
@attribute next_manhattan_distance NUMERIC
@attribute large_snake NUMERIC
@attribute right_safe {True, False}
@attribute left_safe {True, False}
@attribute up_safe {True, False}
@attribute down_safe {True, False}
@attribute cycle {True, False}
@attribute body_indirection {True, False}
@attribute previous_direction {UP, DOWN, LEFT, RIGHT}
@attribute direction {UP, DOWN, LEFT, RIGHT}
@attribute score NUMERIC
@attribute next_score NUMERIC

@data
190,320,200,320,290,280,UP,RIGHT,140,130,28,True,False,True,True,False,False,RIGHT,RIGHT,1621,1620
190,320,200,320,290,280,UP,RIGHT,140,130,28,True,False,True,True,False,False,RIGHT,RIGHT,1621,1620
200,320,210,320,290,280,UP,RIGHT,130,120,28,True,False,True,True,False,False,RIGHT,RIGHT,1620,1619
200,320,210,320,290,280,UP,RIGHT,130,120,28,True,False,True,True,False,False,RIGHT,RIGHT,1620,1619
210,320,220,320,290,280,UP,RIGHT,120,110,28,True,False,True,True,False,False,RIGHT,RIGHT,1619,1618
210,320,220,320,290,280,UP,RIGHT,120,110,28,True,False,True,True,False,False,RIGHT,RIGHT,1619,1618
220,320,230,320,290,280,UP,RIGHT,110,100,28,True,False,True,True,False,False,RIGHT,RIGHT,1618,1617
220,320,230,320,290,280,UP,RIGHT,110,100,28,True,False,True,True,False,False,RIGHT,RIGHT,1618,1617
230,320,240,320,290,280,UP,RIGHT,100,90,28,True,False,True,True,False,False,RIGHT,RIGHT,1617,1616
230,320,240,320,290,280,UP,RIGHT,100,90,28,True,False,True,True,False,False,RIGHT,RIGHT,1617,1616
240,320,250,320,290,280,UP,RIGHT,90,80,28,True,False,True,True,False,False,RIGHT,RIGHT,1616,1615
240,320,250,320,290,280,UP,RIGHT,90,80,28,True,False,True,True,False,False,RIGHT,RIGHT,1616,1615
250,320,260,320,290,280,UP,RIGHT,80,70,28,True,False,True,True,False,False,RIGHT,RIGHT,1615,1614
250,320,260,320,290,280,UP,RIGHT,80,70,28,True,False,True,True,False,False,RIGHT,RIGHT,1615,1614
260,320,270,320,290,280,UP,RIGHT,70,60,28,True,False,True,True,False,False,RIGHT,RIGHT,1614,1613
260,320,270,320,290,280,UP,RIGHT,70,60,28,True,False,True,True,False,False,RIGHT,RIGHT,1614,1613
270,320,280,320,290,280,UP,RIGHT,60,50,28,True,False,True,True,False,False,RIGHT,RIGHT,1613,1612
270,320,280,320,290,280,UP,RIGHT,60,50,28,True,False,True,True,False,False,RIGHT,RIGHT,1613,1612
280,320,290,320,290,280,UP,RIGHT,50,40,28,True,False,True,True,False,False,RIGHT,RIGHT,1612,1611
280,320,290,320,290,280,UP,RIGHT,50,40,28,True,False,True,True,False,False,RIGHT,RIGHT,1612,1611
290,320,290,310,290,280,UP,EQUAL,40,30,28,True,False,True,True,False,False,RIGHT,UP,1611,1610
290,320,290,310,290,280,UP,EQUAL,40,30,28,True,False,True,True,True,False,UP,UP,1611,1610
290,310,290,300,290,280,UP,EQUAL,30,20,28,True,True,True,False,True,False,UP,UP,1610,1609
290,310,290,300,290,280,UP,EQUAL,30,20,28,True,True,True,False,True,False,UP,UP,1610,1609
290,300,290,290,290,280,UP,EQUAL,20,10,28,True,True,True,False,True,False,UP,UP,1609,1608
290,300,290,290,290,280,UP,EQUAL,20,10,28,True,True,True,False,True,False,UP,UP,1609,1608
290,290,290,280,290,280,UP,EQUAL,10,0,28,True,True,True,False,True,False,UP,UP,1608,1708
290,290,290,280,290,280,UP,EQUAL,10,0,28,True,True,True,False,True,False,UP,UP,1608,1708
290,280,290,270,270,350,EQUAL,EQUAL,90,100,29,True,True,True,False,True,False,UP,UP,1708,1707
290,280,290,270,270,350,EQUAL,EQUAL,90,100,29,True,True,True,False,True,False,UP,UP,1708,1707
290,270,290,260,270,350,DOWN,LEFT,100,110,29,True,True,True,False,True,False,UP,UP,1707,1706
290,270,290,260,270,350,DOWN,LEFT,100,110,29,True,True,True,False,True,False,UP,UP,1707,1706
290,260,290,250,270,350,DOWN,LEFT,110,120,29,True,True,True,False,True,False,UP,UP,1706,1705
290,260,290,250,270,350,DOWN,LEFT,110,120,29,True,True,True,False,True,False,UP,UP,1706,1705
290,250,290,240,270,350,DOWN,LEFT,120,130,29,True,True,True,False,True,False,UP,UP,1705,1704
290,250,290,240,270,350,DOWN,LEFT,120,130,29,True,True,True,False,True,False,UP,UP,1705,1704
290,240,290,230,270,350,DOWN,LEFT,130,140,29,True,True,True,False,True,False,UP,UP,1704,1703
290,240,290,230,270,350,DOWN,LEFT,130,140,29,True,True,True,False,True,False,UP,UP,1704,1703
290,230,290,220,270,350,DOWN,LEFT,140,150,29,True,True,True,False,True,False,UP,UP,1703,1702
290,230,290,220,270,350,DOWN,LEFT,140,150,29,True,True,True,False,True,False,UP,UP,1703,1702
290,220,290,210,270,350,DOWN,LEFT,150,160,29,True,True,True,False,True,False,UP,UP,1702,1701
290,220,290,210,270,350,DOWN,LEFT,150,160,29,True,True,True,False,True,False,UP,UP,1702,1701
290,210,280,210,270,350,DOWN,LEFT,160,150,29,True,True,True,False,True,False,UP,LEFT,1701,1700
290,210,280,210,270,350,DOWN,LEFT,160,150,29,True,True,True,False,True,False,LEFT,LEFT,1701,1700
280,210,280,220,270,350,DOWN,LEFT,150,140,29,False,True,True,True,True,True,LEFT,DOWN,1700,1699
280,210,280,220,270,350,DOWN,LEFT,150,140,29,False,True,True,True,True,True,DOWN,DOWN,1700,1699
280,220,280,230,270,350,DOWN,LEFT,140,130,29,False,True,False,True,True,True,DOWN,DOWN,1699,1698
280,220,280,230,270,350,DOWN,LEFT,140,130,29,False,True,False,True,True,True,DOWN,DOWN,1699,1698
280,230,280,240,270,350,DOWN,LEFT,130,120,29,False,True,False,True,True,True,DOWN,DOWN,1698,1697
280,230,280,240,270,350,DOWN,LEFT,130,120,29,False,True,False,True,True,True,DOWN,DOWN,1698,1697
280,240,280,250,270,350,DOWN,LEFT,120,110,29,False,True,False,True,True,True,DOWN,DOWN,1697,1696
280,240,280,250,270,350,DOWN,LEFT,120,110,29,False,True,False,True,True,True,DOWN,DOWN,1697,1696
280,250,280,260,270,350,DOWN,LEFT,110,100,29,False,True,False,True,True,True,DOWN,DOWN,1696,1695
280,250,280,260,270,350,DOWN,LEFT,110,100,29,False,True,False,True,True,True,DOWN,DOWN,1696,1695
280,260,280,270,270,350,DOWN,LEFT,100,90,29,False,True,False,True,True,True,DOWN,DOWN,1695,1694
280,260,280,270,270,350,DOWN,LEFT,100,90,29,False,True,False,True,True,True,DOWN,DOWN,1695,1694
280,270,280,280,270,350,DOWN,LEFT,90,80,29,False,True,False,True,True,True,DOWN,DOWN,1694,1693
280,270,280,280,270,350,DOWN,LEFT,90,80,29,False,True,False,True,True,True,DOWN,DOWN,1694,1693
280,280,280,290,270,350,DOWN,LEFT,80,70,29,False,True,False,True,True,True,DOWN,DOWN,1693,1692
280,280,280,290,270,350,DOWN,LEFT,80,70,29,False,True,False,True,True,True,DOWN,DOWN,1693,1692
280,290,280,300,270,350,DOWN,LEFT,70,60,29,False,True,False,True,True,True,DOWN,DOWN,1692,1691
280,290,280,300,270,350,DOWN,LEFT,70,60,29,False,True,False,True,True,True,DOWN,DOWN,1692,1691
280,300,280,310,270,350,DOWN,LEFT,60,50,29,False,True,False,True,True,True,DOWN,DOWN,1691,1690
280,300,280,310,270,350,DOWN,LEFT,60,50,29,False,True,False,True,True,True,DOWN,DOWN,1691,1690
280,310,280,320,270,350,DOWN,LEFT,50,40,29,False,True,False,False,True,True,DOWN,DOWN,1690,0
280,310,280,320,270,350,DOWN,LEFT,50,40,29,False,True,False,False,True,True,DOWN,DOWN,1690,0
110,50,120,50,70,40,UP,LEFT,50,60,3,True,False,True,True,False,False,RIGHT,RIGHT,-1,-2
110,50,120,50,70,40,UP,LEFT,50,60,3,True,False,True,True,False,False,RIGHT,RIGHT,-1,-2
120,50,130,50,70,40,UP,LEFT,60,70,3,True,False,True,True,False,False,RIGHT,RIGHT,-2,-3
120,50,130,50,70,40,UP,LEFT,60,70,3,True,False,True,True,False,False,RIGHT,RIGHT,-2,-3
130,50,140,50,70,40,UP,LEFT,70,80,3,True,False,True,True,False,False,RIGHT,RIGHT,-3,-4
130,50,140,50,70,40,UP,LEFT,70,80,3,True,False,True,True,False,False,RIGHT,RIGHT,-3,-4
140,50,150,50,70,40,UP,LEFT,80,90,3,True,False,True,True,False,False,RIGHT,RIGHT,-4,-5
140,50,150,50,70,40,UP,LEFT,80,90,3,True,False,True,True,False,False,RIGHT,RIGHT,-4,-5
150,50,160,50,70,40,UP,LEFT,90,100,3,True,False,True,True,False,False,RIGHT,RIGHT,-5,-6
150,50,160,50,70,40,UP,LEFT,90,100,3,True,False,True,True,False,False,RIGHT,RIGHT,-5,-6
160,50,170,50,70,40,UP,LEFT,100,110,3,True,False,True,True,False,False,RIGHT,RIGHT,-6,-7
160,50,170,50,70,40,UP,LEFT,100,110,3,True,False,True,True,False,False,RIGHT,RIGHT,-6,-7
170,50,180,50,70,40,UP,LEFT,110,120,3,True,False,True,True,False,False,RIGHT,RIGHT,-7,-8
170,50,180,50,70,40,UP,LEFT,110,120,3,True,False,True,True,False,False,RIGHT,RIGHT,-7,-8
180,50,190,50,70,40,UP,LEFT,120,130,3,True,False,True,True,False,False,RIGHT,RIGHT,-8,-9
180,50,190,50,70,40,UP,LEFT,120,130,3,True,False,True,True,False,False,RIGHT,RIGHT,-8,-9
190,50,200,50,70,40,UP,LEFT,130,140,3,True,False,True,True,False,False,RIGHT,RIGHT,-9,-10
190,50,200,50,70,40,UP,LEFT,130,140,3,True,False,True,True,False,False,RIGHT,RIGHT,-9,-10
200,50,210,50,70,40,UP,LEFT,140,150,3,True,False,True,True,False,False,RIGHT,RIGHT,-10,-11
200,50,210,50,70,40,UP,LEFT,140,150,3,True,False,True,True,False,False,RIGHT,RIGHT,-10,-11
210,50,210,40,70,40,UP,LEFT,150,140,3,True,False,True,True,False,False,RIGHT,UP,-11,-12
210,50,210,40,70,40,UP,LEFT,150,140,3,True,False,True,True,False,False,UP,UP,-11,-12
210,40,200,40,70,40,EQUAL,LEFT,140,130,3,True,True,True,False,False,False,UP,LEFT,-12,-13
210,40,200,40,70,40,EQUAL,LEFT,140,130,3,True,True,True,False,False,False,LEFT,LEFT,-12,-13
200,40,190,40,70,40,EQUAL,LEFT,130,120,3,False,True,True,False,False,False,LEFT,LEFT,-13,-14
200,40,190,40,70,40,EQUAL,LEFT,130,120,3,False,True,True,False,False,False,LEFT,LEFT,-13,-14
190,40,180,40,70,40,EQUAL,LEFT,120,110,3,False,True,True,True,False,False,LEFT,LEFT,-14,-15
190,40,180,40,70,40,EQUAL,LEFT,120,110,3,False,True,True,True,False,False,LEFT,LEFT,-14,-15
180,40,170,40,70,40,EQUAL,LEFT,110,100,3,False,True,True,True,False,False,LEFT,LEFT,-15,-16
180,40,170,40,70,40,EQUAL,LEFT,110,100,3,False,True,True,True,False,False,LEFT,LEFT,-15,-16
170,40,160,40,70,40,EQUAL,LEFT,100,90,3,False,True,True,True,False,False,LEFT,LEFT,-16,-17
170,40,160,40,70,40,EQUAL,LEFT,100,90,3,False,True,True,True,False,False,LEFT,LEFT,-16,-17
160,40,150,40,70,40,EQUAL,LEFT,90,80,3,False,True,True,True,False,False,LEFT,LEFT,-17,-18
160,40,150,40,70,40,EQUAL,LEFT,90,80,3,False,True,True,True,False,False,LEFT,LEFT,-17,-18
150,40,140,40,70,40,EQUAL,LEFT,80,70,3,False,True,True,True,False,False,LEFT,LEFT,-18,-19
150,40,140,40,70,40,EQUAL,LEFT,80,70,3,False,True,True,True,False,False,LEFT,LEFT,-18,-19
140,40,130,40,70,40,EQUAL,LEFT,70,60,3,False,True,True,True,False,False,LEFT,LEFT,-19,-20
140,40,130,40,70,40,EQUAL,LEFT,70,60,3,False,True,True,True,False,False,LEFT,LEFT,-19,-20
130,40,120,40,70,40,EQUAL,LEFT,60,50,3,False,True,True,True,False,False,LEFT,LEFT,-20,-21
130,40,120,40,70,40,EQUAL,LEFT,60,50,3,False,True,True,True,False,False,LEFT,LEFT,-20,-21
120,40,110,40,70,40,EQUAL,LEFT,50,40,3,False,True,True,True,False,False,LEFT,LEFT,-21,-22
120,40,110,40,70,40,EQUAL,LEFT,50,40,3,False,True,True,True,False,False,LEFT,LEFT,-21,-22
110,40,100,40,70,40,EQUAL,LEFT,40,30,3,False,True,True,True,False,False,LEFT,LEFT,-22,-23
110,40,100,40,70,40,EQUAL,LEFT,40,30,3,False,True,True,True,False,False,LEFT,LEFT,-22,-23
100,40,90,40,70,40,EQUAL,LEFT,30,20,3,False,True,True,True,False,False,LEFT,LEFT,-23,-24
100,40,90,40,70,40,EQUAL,LEFT,30,20,3,False,True,True,True,False,False,LEFT,LEFT,-23,-24
90,40,80,40,70,40,EQUAL,LEFT,20,10,3,False,True,True,True,False,False,LEFT,LEFT,-24,-25
90,40,80,40,70,40,EQUAL,LEFT,20,10,3,False,True,True,True,False,False,LEFT,LEFT,-24,-25
80,40,70,40,70,40,EQUAL,LEFT,10,0,3,False,True,True,True,False,False,LEFT,LEFT,-25,75
80,40,70,40,70,40,EQUAL,LEFT,10,0,3,False,True,True,True,False,False,LEFT,LEFT,-25,75
70,40,60,40,250,450,EQUAL,EQUAL,590,600,4,False,True,True,True,False,False,LEFT,LEFT,75,74
70,40,60,40,250,450,EQUAL,EQUAL,590,600,4,False,True,True,True,False,False,LEFT,LEFT,75,74
60,40,60,50,250,450,DOWN,RIGHT,600,590,4,False,True,True,True,False,False,LEFT,DOWN,74,73
60,40,60,50,250,450,DOWN,RIGHT,600,590,4,False,True,True,True,True,False,DOWN,DOWN,74,73
60,50,60,60,250,450,DOWN,RIGHT,590,580,4,True,True,False,True,True,False,DOWN,DOWN,73,72
60,50,60,60,250,450,DOWN,RIGHT,590,580,4,True,True,False,True,True,False,DOWN,DOWN,73,72
60,60,60,70,250,450,DOWN,RIGHT,580,570,4,True,True,False,True,True,False,DOWN,DOWN,72,71
60,60,60,70,250,450,DOWN,RIGHT,580,570,4,True,True,False,True,True,False,DOWN,DOWN,72,71
60,70,60,80,250,450,DOWN,RIGHT,570,560,4,True,True,False,True,True,False,DOWN,DOWN,71,70
60,70,60,80,250,450,DOWN,RIGHT,570,560,4,True,True,False,True,True,False,DOWN,DOWN,71,70
60,80,60,90,250,450,DOWN,RIGHT,560,550,4,True,True,False,True,True,False,DOWN,DOWN,70,69
60,80,60,90,250,450,DOWN,RIGHT,560,550,4,True,True,False,True,True,False,DOWN,DOWN,70,69
60,90,60,100,250,450,DOWN,RIGHT,550,540,4,True,True,False,True,True,False,DOWN,DOWN,69,68
60,90,60,100,250,450,DOWN,RIGHT,550,540,4,True,True,False,True,True,False,DOWN,DOWN,69,68
60,100,60,110,250,450,DOWN,RIGHT,540,530,4,True,True,False,True,True,False,DOWN,DOWN,68,67
60,100,60,110,250,450,DOWN,RIGHT,540,530,4,True,True,False,True,True,False,DOWN,DOWN,68,67
60,110,60,120,250,450,DOWN,RIGHT,530,520,4,True,True,False,True,True,False,DOWN,DOWN,67,66
60,110,60,120,250,450,DOWN,RIGHT,530,520,4,True,True,False,True,True,False,DOWN,DOWN,67,66
60,120,60,130,250,450,DOWN,RIGHT,520,510,4,True,True,False,True,True,False,DOWN,DOWN,66,65
60,120,60,130,250,450,DOWN,RIGHT,520,510,4,True,True,False,True,True,False,DOWN,DOWN,66,65
60,130,60,140,250,450,DOWN,RIGHT,510,500,4,True,True,False,True,True,False,DOWN,DOWN,65,64
60,130,60,140,250,450,DOWN,RIGHT,510,500,4,True,True,False,True,True,False,DOWN,DOWN,65,64
60,140,60,150,250,450,DOWN,RIGHT,500,490,4,True,True,False,True,True,False,DOWN,DOWN,64,63
60,140,60,150,250,450,DOWN,RIGHT,500,490,4,True,True,False,True,True,False,DOWN,DOWN,64,63
60,150,60,160,250,450,DOWN,RIGHT,490,480,4,True,True,False,True,True,False,DOWN,DOWN,63,62
60,150,60,160,250,450,DOWN,RIGHT,490,480,4,True,True,False,True,True,False,DOWN,DOWN,63,62
60,160,60,170,250,450,DOWN,RIGHT,480,470,4,True,True,False,True,True,False,DOWN,DOWN,62,61
60,160,60,170,250,450,DOWN,RIGHT,480,470,4,True,True,False,True,True,False,DOWN,DOWN,62,61
60,170,60,180,250,450,DOWN,RIGHT,470,460,4,True,True,False,True,True,False,DOWN,DOWN,61,60
60,170,60,180,250,450,DOWN,RIGHT,470,460,4,True,True,False,True,True,False,DOWN,DOWN,61,60
60,180,70,180,250,450,DOWN,RIGHT,460,450,4,True,True,False,True,True,False,DOWN,RIGHT,60,59
60,180,70,180,250,450,DOWN,RIGHT,460,450,4,True,True,False,True,True,False,RIGHT,RIGHT,60,59
70,180,80,180,250,450,DOWN,RIGHT,450,440,4,True,False,True,True,True,False,RIGHT,RIGHT,59,58
70,180,80,180,250,450,DOWN,RIGHT,450,440,4,True,False,True,True,True,False,RIGHT,RIGHT,59,58
80,180,90,180,250,450,DOWN,RIGHT,440,430,4,True,False,True,True,True,False,RIGHT,RIGHT,58,57
80,180,90,180,250,450,DOWN,RIGHT,440,430,4,True,False,True,True,True,False,RIGHT,RIGHT,58,57
90,180,100,180,250,450,DOWN,RIGHT,430,420,4,True,False,True,True,True,False,RIGHT,RIGHT,57,56
90,180,100,180,250,450,DOWN,RIGHT,430,420,4,True,False,True,True,True,False,RIGHT,RIGHT,57,56
100,180,110,180,250,450,DOWN,RIGHT,420,410,4,True,False,True,True,True,False,RIGHT,RIGHT,56,55
100,180,110,180,250,450,DOWN,RIGHT,420,410,4,True,False,True,True,True,False,RIGHT,RIGHT,56,55
110,180,120,180,250,450,DOWN,RIGHT,410,400,4,True,False,True,True,True,False,RIGHT,RIGHT,55,54
110,180,120,180,250,450,DOWN,RIGHT,410,400,4,True,False,True,True,True,False,RIGHT,RIGHT,55,54
120,180,130,180,250,450,DOWN,RIGHT,400,390,4,True,False,True,True,True,False,RIGHT,RIGHT,54,53
120,180,130,180,250,450,DOWN,RIGHT,400,390,4,True,False,True,True,True,False,RIGHT,RIGHT,54,53
130,180,140,180,250,450,DOWN,RIGHT,390,380,4,True,False,True,True,True,False,RIGHT,RIGHT,53,52
130,180,140,180,250,450,DOWN,RIGHT,390,380,4,True,False,True,True,True,False,RIGHT,RIGHT,53,52
140,180,150,180,250,450,DOWN,RIGHT,380,370,4,True,False,True,True,True,False,RIGHT,RIGHT,52,51
140,180,150,180,250,450,DOWN,RIGHT,380,370,4,True,False,True,True,True,False,RIGHT,RIGHT,52,51
150,180,160,180,250,450,DOWN,RIGHT,370,360,4,True,False,True,True,True,False,RIGHT,RIGHT,51,50
150,180,160,180,250,450,DOWN,RIGHT,370,360,4,True,False,True,True,True,False,RIGHT,RIGHT,51,50
160,180,170,180,250,450,DOWN,RIGHT,360,350,4,True,False,True,True,True,False,RIGHT,RIGHT,50,49
160,180,170,180,250,450,DOWN,RIGHT,360,350,4,True,False,True,True,True,False,RIGHT,RIGHT,50,49
170,180,180,180,250,450,DOWN,RIGHT,350,340,4,True,False,True,True,True,False,RIGHT,RIGHT,49,48
170,180,180,180,250,450,DOWN,RIGHT,350,340,4,True,False,True,True,True,False,RIGHT,RIGHT,49,48
180,180,190,180,250,450,DOWN,RIGHT,340,330,4,True,False,True,True,True,False,RIGHT,RIGHT,48,47
180,180,190,180,250,450,DOWN,RIGHT,340,330,4,True,False,True,True,True,False,RIGHT,RIGHT,48,47
190,180,200,180,250,450,DOWN,RIGHT,330,320,4,True,False,True,True,True,False,RIGHT,RIGHT,47,46
190,180,200,180,250,450,DOWN,RIGHT,330,320,4,True,False,True,True,True,False,RIGHT,RIGHT,47,46
200,180,210,180,250,450,DOWN,RIGHT,320,310,4,True,False,True,True,True,False,RIGHT,RIGHT,46,45
200,180,210,180,250,450,DOWN,RIGHT,320,310,4,True,False,True,True,True,False,RIGHT,RIGHT,46,45
210,180,220,180,250,450,DOWN,RIGHT,310,300,4,True,False,True,True,True,False,RIGHT,RIGHT,45,44
210,180,220,180,250,450,DOWN,RIGHT,310,300,4,True,False,True,True,True,False,RIGHT,RIGHT,45,44
220,180,230,180,250,450,DOWN,RIGHT,300,290,4,True,False,True,True,True,False,RIGHT,RIGHT,44,43
220,180,230,180,250,450,DOWN,RIGHT,300,290,4,True,False,True,True,True,False,RIGHT,RIGHT,44,43
230,180,230,190,250,450,DOWN,RIGHT,290,280,4,True,False,True,True,True,False,RIGHT,DOWN,43,42
230,180,230,190,250,450,DOWN,RIGHT,290,280,4,True,False,True,True,False,False,DOWN,DOWN,43,42
230,190,230,200,250,450,DOWN,RIGHT,280,270,4,True,True,False,True,False,False,DOWN,DOWN,42,41
230,190,230,200,250,450,DOWN,RIGHT,280,270,4,True,True,False,True,False,False,DOWN,DOWN,42,41
230,200,230,210,250,450,DOWN,RIGHT,270,260,4,True,True,False,True,False,False,DOWN,DOWN,41,40
230,200,230,210,250,450,DOWN,RIGHT,270,260,4,True,True,False,True,False,False,DOWN,DOWN,41,40
230,210,230,220,250,450,DOWN,RIGHT,260,250,4,True,True,False,True,False,False,DOWN,DOWN,40,39
230,210,230,220,250,450,DOWN,RIGHT,260,250,4,True,True,False,True,False,False,DOWN,DOWN,40,39
230,220,230,230,250,450,DOWN,RIGHT,250,240,4,True,True,False,True,False,False,DOWN,DOWN,39,38
230,220,230,230,250,450,DOWN,RIGHT,250,240,4,True,True,False,True,False,False,DOWN,DOWN,39,38
230,230,230,240,250,450,DOWN,RIGHT,240,230,4,True,True,False,True,False,False,DOWN,DOWN,38,37
230,230,230,240,250,450,DOWN,RIGHT,240,230,4,True,True,False,True,False,False,DOWN,DOWN,38,37
230,240,230,250,250,450,DOWN,RIGHT,230,220,4,True,True,False,True,False,False,DOWN,DOWN,37,36
230,240,230,250,250,450,DOWN,RIGHT,230,220,4,True,True,False,True,False,False,DOWN,DOWN,37,36
230,250,230,260,250,450,DOWN,RIGHT,220,210,4,True,True,False,True,False,False,DOWN,DOWN,36,35
230,250,230,260,250,450,DOWN,RIGHT,220,210,4,True,True,False,True,False,False,DOWN,DOWN,36,35
230,260,240,260,250,450,DOWN,RIGHT,210,200,4,True,True,False,True,False,False,DOWN,RIGHT,35,34
230,260,240,260,250,450,DOWN,RIGHT,210,200,4,True,True,False,True,False,False,RIGHT,RIGHT,35,34
240,260,250,260,250,450,DOWN,RIGHT,200,190,4,True,False,True,True,False,False,RIGHT,RIGHT,34,33
240,260,250,260,250,450,DOWN,RIGHT,200,190,4,True,False,True,True,False,False,RIGHT,RIGHT,34,33
250,260,250,270,250,450,DOWN,EQUAL,190,180,4,True,False,True,True,False,False,RIGHT,DOWN,33,32
250,260,250,270,250,450,DOWN,EQUAL,190,180,4,True,False,True,True,False,False,DOWN,DOWN,33,32
250,270,250,280,250,450,DOWN,EQUAL,180,170,4,True,True,False,True,False,False,DOWN,DOWN,32,31
250,270,250,280,250,450,DOWN,EQUAL,180,170,4,True,True,False,True,False,False,DOWN,DOWN,32,31
250,280,250,290,250,450,DOWN,EQUAL,170,160,4,True,True,False,True,False,False,DOWN,DOWN,31,30
250,280,250,290,250,450,DOWN,EQUAL,170,160,4,True,True,False,True,False,False,DOWN,DOWN,31,30
250,290,250,300,250,450,DOWN,EQUAL,160,150,4,True,True,False,True,False,False,DOWN,DOWN,30,29
250,290,250,300,250,450,DOWN,EQUAL,160,150,4,True,True,False,True,False,False,DOWN,DOWN,30,29
250,300,250,310,250,450,DOWN,EQUAL,150,140,4,True,True,False,True,False,False,DOWN,DOWN,29,28
250,300,250,310,250,450,DOWN,EQUAL,150,140,4,True,True,False,True,False,False,DOWN,DOWN,29,28
250,310,250,320,250,450,DOWN,EQUAL,140,130,4,True,True,False,True,False,False,DOWN,DOWN,28,27
250,310,250,320,250,450,DOWN,EQUAL,140,130,4,True,True,False,True,False,False,DOWN,DOWN,28,27
250,320,250,330,250,450,DOWN,EQUAL,130,120,4,True,True,False,True,False,False,DOWN,DOWN,27,26
250,320,250,330,250,450,DOWN,EQUAL,130,120,4,True,True,False,True,False,False,DOWN,DOWN,27,26
250,330,250,340,250,450,DOWN,EQUAL,120,110,4,True,True,False,True,False,False,DOWN,DOWN,26,25
250,330,250,340,250,450,DOWN,EQUAL,120,110,4,True,True,False,True,False,False,DOWN,DOWN,26,25
250,340,250,350,250,450,DOWN,EQUAL,110,100,4,True,True,False,True,False,False,DOWN,DOWN,25,24
250,340,250,350,250,450,DOWN,EQUAL,110,100,4,True,True,False,True,False,False,DOWN,DOWN,25,24
250,350,250,360,250,450,DOWN,EQUAL,100,90,4,True,True,False,True,False,False,DOWN,DOWN,24,23
250,350,250,360,250,450,DOWN,EQUAL,100,90,4,True,True,False,True,False,False,DOWN,DOWN,24,23
250,360,250,370,250,450,DOWN,EQUAL,90,80,4,True,True,False,True,False,False,DOWN,DOWN,23,22
250,360,250,370,250,450,DOWN,EQUAL,90,80,4,True,True,False,True,False,False,DOWN,DOWN,23,22
250,370,250,380,250,450,DOWN,EQUAL,80,70,4,True,True,False,True,False,False,DOWN,DOWN,22,21
250,370,250,380,250,450,DOWN,EQUAL,80,70,4,True,True,False,True,False,False,DOWN,DOWN,22,21
250,380,250,390,250,450,DOWN,EQUAL,70,60,4,True,True,False,True,False,False,DOWN,DOWN,21,20
250,380,250,390,250,450,DOWN,EQUAL,70,60,4,True,True,False,True,False,False,DOWN,DOWN,21,20
250,390,250,400,250,450,DOWN,EQUAL,60,50,4,True,True,False,True,False,False,DOWN,DOWN,20,19
250,390,250,400,250,450,DOWN,EQUAL,60,50,4,True,True,False,True,False,False,DOWN,DOWN,20,19
250,400,250,410,250,450,DOWN,EQUAL,50,40,4,True,True,False,True,False,False,DOWN,DOWN,19,18
250,400,250,410,250,450,DOWN,EQUAL,50,40,4,True,True,False,True,False,False,DOWN,DOWN,19,18
250,410,250,420,250,450,DOWN,EQUAL,40,30,4,True,True,False,True,False,False,DOWN,DOWN,18,17
250,410,250,420,250,450,DOWN,EQUAL,40,30,4,True,True,False,True,False,False,DOWN,DOWN,18,17
250,420,250,430,250,450,DOWN,EQUAL,30,20,4,True,True,False,True,False,False,DOWN,DOWN,17,16
250,420,250,430,250,450,DOWN,EQUAL,30,20,4,True,True,False,True,False,False,DOWN,DOWN,17,16
250,430,250,440,250,450,DOWN,EQUAL,20,10,4,True,True,False,True,False,False,DOWN,DOWN,16,15
250,430,250,440,250,450,DOWN,EQUAL,20,10,4,True,True,False,True,False,False,DOWN,DOWN,16,15
250,440,250,450,250,450,DOWN,EQUAL,10,0,4,True,True,False,True,False,False,DOWN,DOWN,15,115
250,440,250,450,250,450,DOWN,EQUAL,10,0,4,True,True,False,True,False,False,DOWN,DOWN,15,115
250,450,240,450,460,190,EQUAL,EQUAL,470,480,5,True,True,False,True,False,False,DOWN,LEFT,115,114
250,450,240,450,460,190,EQUAL,EQUAL,470,480,5,True,True,False,True,False,False,LEFT,LEFT,115,114
240,450,230,450,460,190,UP,RIGHT,480,490,5,False,True,True,True,False,False,LEFT,LEFT,114,113
240,450,230,450,460,190,UP,RIGHT,480,490,5,False,True,True,True,False,False,LEFT,LEFT,114,113
230,450,220,450,460,190,UP,RIGHT,490,500,5,False,True,True,True,False,False,LEFT,LEFT,113,112
230,450,220,450,460,190,UP,RIGHT,490,500,5,False,True,True,True,False,False,LEFT,LEFT,113,112
220,450,210,450,460,190,UP,RIGHT,500,510,5,False,True,True,True,False,False,LEFT,LEFT,112,111
