@relation snake_game

@attribute snake_pos_x NUMERIC
@attribute snake_pos_y NUMERIC
@attribute snake_pos_x_next NUMERIC
@attribute snake_pos_y_next NUMERIC
@attribute food_pos_x NUMERIC
@attribute food_pos_y NUMERIC
@attribute food_side_y {UP, DOWN, EQUAL}
@attribute food_side_x {RIGHT, LEFT, EQUAL}
@attribute manhattan_distance NUMERIC
@attribute next_manhattan_distance NUMERIC
@attribute large_snake NUMERIC
@attribute right_safe {True, False}
@attribute left_safe {True, False}
@attribute up_safe {True, False}
@attribute down_safe {True, False}
@attribute cycle {True, False}
@attribute body_indirection {True, False}
@attribute previous_direction {UP, DOWN, LEFT, RIGHT}
@attribute direction {UP, DOWN, LEFT, RIGHT}
@attribute score NUMERIC
@attribute next_score NUMERIC

@data
200,430,200,420,210,280,UP,RIGHT,160,150,18,True,True,True,False,False,False,UP,UP,979,978
200,430,200,420,210,280,UP,RIGHT,160,150,18,True,True,True,False,False,False,UP,UP,979,978
200,420,200,410,210,280,UP,RIGHT,150,140,18,True,True,True,False,False,False,UP,UP,978,977
200,420,200,410,210,280,UP,RIGHT,150,140,18,True,True,True,False,False,False,UP,UP,978,977
200,410,200,400,210,280,UP,RIGHT,140,130,18,True,True,True,False,False,False,UP,UP,977,976
200,410,200,400,210,280,UP,RIGHT,140,130,18,True,True,True,False,False,False,UP,UP,977,976
200,400,200,390,210,280,UP,RIGHT,130,120,18,True,True,True,False,False,False,UP,UP,976,975
200,400,200,390,210,280,UP,RIGHT,130,120,18,True,True,True,False,False,False,UP,UP,976,975
200,390,200,380,210,280,UP,RIGHT,120,110,18,True,True,True,False,False,False,UP,UP,975,974
200,390,200,380,210,280,UP,RIGHT,120,110,18,True,True,True,False,False,False,UP,UP,975,974
200,380,200,370,210,280,UP,RIGHT,110,100,18,True,True,True,False,False,False,UP,UP,974,973
200,380,200,370,210,280,UP,RIGHT,110,100,18,True,True,True,False,False,False,UP,UP,974,973
200,370,210,370,210,280,UP,RIGHT,100,90,18,True,True,True,False,False,False,UP,RIGHT,973,972
200,370,210,370,210,280,UP,RIGHT,100,90,18,True,True,True,False,True,False,RIGHT,RIGHT,973,972
210,370,220,370,210,280,UP,EQUAL,90,100,18,True,False,True,True,True,False,RIGHT,RIGHT,972,971
210,370,220,370,210,280,UP,EQUAL,90,100,18,True,False,True,True,True,False,RIGHT,RIGHT,972,971
220,370,230,370,210,280,UP,LEFT,100,110,18,True,False,True,True,True,False,RIGHT,RIGHT,971,970
220,370,230,370,210,280,UP,LEFT,100,110,18,True,False,True,True,True,False,RIGHT,RIGHT,971,970
230,370,240,370,210,280,UP,LEFT,110,120,18,True,False,True,True,True,False,RIGHT,RIGHT,970,969
230,370,240,370,210,280,UP,LEFT,110,120,18,True,False,True,True,True,False,RIGHT,RIGHT,970,969
240,370,250,370,210,280,UP,LEFT,120,130,18,True,False,True,True,True,False,RIGHT,RIGHT,969,968
240,370,250,370,210,280,UP,LEFT,120,130,18,True,False,True,True,True,False,RIGHT,RIGHT,969,968
250,370,260,370,210,280,UP,LEFT,130,140,18,True,False,True,True,True,False,RIGHT,RIGHT,968,967
250,370,260,370,210,280,UP,LEFT,130,140,18,True,False,True,True,True,False,RIGHT,RIGHT,968,967
260,370,270,370,210,280,UP,LEFT,140,150,18,True,False,True,True,True,False,RIGHT,RIGHT,967,966
260,370,270,370,210,280,UP,LEFT,140,150,18,True,False,True,True,True,False,RIGHT,RIGHT,967,966
270,370,280,370,210,280,UP,LEFT,150,160,18,True,False,True,True,True,False,RIGHT,RIGHT,966,965
270,370,280,370,210,280,UP,LEFT,150,160,18,True,False,True,True,True,False,RIGHT,RIGHT,966,965
280,370,280,360,210,280,UP,LEFT,160,150,18,True,False,True,True,True,False,RIGHT,UP,965,964
280,370,280,360,210,280,UP,LEFT,160,150,18,True,False,True,True,False,False,UP,UP,965,964
280,360,280,350,210,280,UP,LEFT,150,140,18,True,True,True,False,False,False,UP,UP,964,963
280,360,280,350,210,280,UP,LEFT,150,140,18,True,True,True,False,False,False,UP,UP,964,963
280,350,280,340,210,280,UP,LEFT,140,130,18,True,True,True,False,False,False,UP,UP,963,962
280,350,280,340,210,280,UP,LEFT,140,130,18,True,True,True,False,False,False,UP,UP,963,962
280,340,280,330,210,280,UP,LEFT,130,120,18,True,True,True,False,False,False,UP,UP,962,961
280,340,280,330,210,280,UP,LEFT,130,120,18,True,True,True,False,False,False,UP,UP,962,961
280,330,280,320,210,280,UP,LEFT,120,110,18,True,True,True,False,False,False,UP,UP,961,960
280,330,280,320,210,280,UP,LEFT,120,110,18,True,True,True,False,False,False,UP,UP,961,960
280,320,280,310,210,280,UP,LEFT,110,100,18,True,True,True,False,False,False,UP,UP,960,959
280,320,280,310,210,280,UP,LEFT,110,100,18,True,True,True,False,False,False,UP,UP,960,959
280,310,280,300,210,280,UP,LEFT,100,90,18,True,True,True,False,False,False,UP,UP,959,958
280,310,280,300,210,280,UP,LEFT,100,90,18,True,True,True,False,False,False,UP,UP,959,958
280,300,280,290,210,280,UP,LEFT,90,80,18,True,True,True,False,False,False,UP,UP,958,957
280,300,280,290,210,280,UP,LEFT,90,80,18,True,True,True,False,False,False,UP,UP,958,957
280,290,270,290,210,280,UP,LEFT,80,70,18,True,True,True,False,False,False,UP,LEFT,957,956
280,290,270,290,210,280,UP,LEFT,80,70,18,True,True,True,False,False,False,LEFT,LEFT,957,956
270,290,260,290,210,280,UP,LEFT,70,60,18,False,True,True,True,False,False,LEFT,LEFT,956,955
270,290,260,290,210,280,UP,LEFT,70,60,18,False,True,True,True,False,False,LEFT,LEFT,956,955
260,290,250,290,210,280,UP,LEFT,60,50,18,False,True,True,True,False,False,LEFT,LEFT,955,954
260,290,250,290,210,280,UP,LEFT,60,50,18,False,True,True,True,False,False,LEFT,LEFT,955,954
250,290,240,290,210,280,UP,LEFT,50,40,18,False,True,True,True,False,False,LEFT,LEFT,954,953
250,290,240,290,210,280,UP,LEFT,50,40,18,False,True,True,True,False,False,LEFT,LEFT,954,953
240,290,230,290,210,280,UP,LEFT,40,30,18,False,True,True,True,False,False,LEFT,LEFT,953,952
240,290,230,290,210,280,UP,LEFT,40,30,18,False,True,True,True,False,False,LEFT,LEFT,953,952
230,290,220,290,210,280,UP,LEFT,30,20,18,False,True,True,True,False,False,LEFT,LEFT,952,951
230,290,220,290,210,280,UP,LEFT,30,20,18,False,True,True,True,False,False,LEFT,LEFT,952,951
220,290,210,290,210,280,UP,LEFT,20,10,18,False,True,True,True,False,False,LEFT,LEFT,951,950
220,290,210,290,210,280,UP,LEFT,20,10,18,False,True,True,True,False,False,LEFT,LEFT,951,950
210,290,210,280,210,280,UP,EQUAL,10,0,18,False,True,True,True,False,False,LEFT,UP,950,1050
210,290,210,280,210,280,UP,EQUAL,10,0,18,False,True,True,True,False,False,UP,UP,950,1050
210,280,210,270,300,160,EQUAL,EQUAL,210,200,19,True,True,True,False,False,False,UP,UP,1050,1049
210,280,210,270,300,160,EQUAL,EQUAL,210,200,19,True,True,True,False,False,False,UP,UP,1050,1049
210,270,210,260,300,160,UP,RIGHT,200,190,19,True,True,True,False,False,False,UP,UP,1049,1048
210,270,210,260,300,160,UP,RIGHT,200,190,19,True,True,True,False,False,False,UP,UP,1049,1048
210,260,210,250,300,160,UP,RIGHT,190,180,19,True,True,True,False,False,False,UP,UP,1048,1047
210,260,210,250,300,160,UP,RIGHT,190,180,19,True,True,True,False,False,False,UP,UP,1048,1047
210,250,210,240,300,160,UP,RIGHT,180,170,19,True,True,True,False,False,False,UP,UP,1047,1046
210,250,210,240,300,160,UP,RIGHT,180,170,19,True,True,True,False,False,False,UP,UP,1047,1046
210,240,210,230,300,160,UP,RIGHT,170,160,19,True,True,True,False,False,False,UP,UP,1046,1045
210,240,210,230,300,160,UP,RIGHT,170,160,19,True,True,True,False,False,False,UP,UP,1046,1045
210,230,210,220,300,160,UP,RIGHT,160,150,19,True,True,True,False,False,False,UP,UP,1045,1044
210,230,210,220,300,160,UP,RIGHT,160,150,19,True,True,True,False,False,False,UP,UP,1045,1044
210,220,210,210,300,160,UP,RIGHT,150,140,19,True,True,True,False,False,False,UP,UP,1044,1043
210,220,210,210,300,160,UP,RIGHT,150,140,19,True,True,True,False,False,False,UP,UP,1044,1043
210,210,210,200,300,160,UP,RIGHT,140,130,19,True,True,True,False,False,False,UP,UP,1043,1042
210,210,210,200,300,160,UP,RIGHT,140,130,19,True,True,True,False,False,False,UP,UP,1043,1042
210,200,210,190,300,160,UP,RIGHT,130,120,19,True,True,True,False,False,False,UP,UP,1042,1041
210,200,210,190,300,160,UP,RIGHT,130,120,19,True,True,True,False,False,False,UP,UP,1042,1041
210,190,210,180,300,160,UP,RIGHT,120,110,19,True,True,True,False,False,False,UP,UP,1041,1040
210,190,210,180,300,160,UP,RIGHT,120,110,19,True,True,True,False,False,False,UP,UP,1041,1040
210,180,210,170,300,160,UP,RIGHT,110,100,19,True,True,True,False,False,False,UP,UP,1040,1039
210,180,210,170,300,160,UP,RIGHT,110,100,19,True,True,True,False,False,False,UP,UP,1040,1039
210,170,210,160,300,160,UP,RIGHT,100,90,19,True,True,True,False,False,False,UP,UP,1039,1038
210,170,210,160,300,160,UP,RIGHT,100,90,19,True,True,True,False,False,False,UP,UP,1039,1038
210,160,220,160,300,160,EQUAL,RIGHT,90,80,19,True,True,True,False,False,False,UP,RIGHT,1038,1037
210,160,220,160,300,160,EQUAL,RIGHT,90,80,19,True,True,True,False,False,False,RIGHT,RIGHT,1038,1037
220,160,230,160,300,160,EQUAL,RIGHT,80,70,19,True,False,True,True,False,False,RIGHT,RIGHT,1037,1036
220,160,230,160,300,160,EQUAL,RIGHT,80,70,19,True,False,True,True,False,False,RIGHT,RIGHT,1037,1036
230,160,240,160,300,160,EQUAL,RIGHT,70,60,19,True,False,True,True,False,False,RIGHT,RIGHT,1036,1035
230,160,240,160,300,160,EQUAL,RIGHT,70,60,19,True,False,True,True,False,False,RIGHT,RIGHT,1036,1035
240,160,250,160,300,160,EQUAL,RIGHT,60,50,19,True,False,True,True,False,False,RIGHT,RIGHT,1035,1034
240,160,250,160,300,160,EQUAL,RIGHT,60,50,19,True,False,True,True,False,False,RIGHT,RIGHT,1035,1034
250,160,260,160,300,160,EQUAL,RIGHT,50,40,19,True,False,True,True,False,False,RIGHT,RIGHT,1034,1033
250,160,260,160,300,160,EQUAL,RIGHT,50,40,19,True,False,True,True,False,False,RIGHT,RIGHT,1034,1033
260,160,270,160,300,160,EQUAL,RIGHT,40,30,19,True,False,True,True,False,False,RIGHT,RIGHT,1033,1032
260,160,270,160,300,160,EQUAL,RIGHT,40,30,19,True,False,True,True,False,False,RIGHT,RIGHT,1033,1032
270,160,280,160,300,160,EQUAL,RIGHT,30,20,19,True,False,True,True,False,False,RIGHT,RIGHT,1032,1031
270,160,280,160,300,160,EQUAL,RIGHT,30,20,19,True,False,True,True,False,False,RIGHT,RIGHT,1032,1031
280,160,290,160,300,160,EQUAL,RIGHT,20,10,19,True,False,True,True,False,False,RIGHT,RIGHT,1031,1030
280,160,290,160,300,160,EQUAL,RIGHT,20,10,19,True,False,True,True,False,False,RIGHT,RIGHT,1031,1030
290,160,300,160,300,160,EQUAL,RIGHT,10,0,19,True,False,True,True,False,False,RIGHT,RIGHT,1030,1130
290,160,300,160,300,160,EQUAL,RIGHT,10,0,19,True,False,True,True,False,False,RIGHT,RIGHT,1030,1130
300,160,310,160,420,260,EQUAL,EQUAL,220,210,20,True,False,True,True,False,False,RIGHT,RIGHT,1130,1129
300,160,310,160,420,260,EQUAL,EQUAL,220,210,20,True,False,True,True,False,False,RIGHT,RIGHT,1130,1129
310,160,320,160,420,260,DOWN,RIGHT,210,200,20,True,False,True,True,False,False,RIGHT,RIGHT,1129,1128
310,160,320,160,420,260,DOWN,RIGHT,210,200,20,True,False,True,True,False,False,RIGHT,RIGHT,1129,1128
320,160,330,160,420,260,DOWN,RIGHT,200,190,20,True,False,True,True,False,False,RIGHT,RIGHT,1128,1127
320,160,330,160,420,260,DOWN,RIGHT,200,190,20,True,False,True,True,False,False,RIGHT,RIGHT,1128,1127
330,160,340,160,420,260,DOWN,RIGHT,190,180,20,True,False,True,True,False,False,RIGHT,RIGHT,1127,1126
330,160,340,160,420,260,DOWN,RIGHT,190,180,20,True,False,True,True,False,False,RIGHT,RIGHT,1127,1126
340,160,350,160,420,260,DOWN,RIGHT,180,170,20,True,False,True,True,False,False,RIGHT,RIGHT,1126,1125
340,160,350,160,420,260,DOWN,RIGHT,180,170,20,True,False,True,True,False,False,RIGHT,RIGHT,1126,1125
350,160,360,160,420,260,DOWN,RIGHT,170,160,20,True,False,True,True,False,False,RIGHT,RIGHT,1125,1124
350,160,360,160,420,260,DOWN,RIGHT,170,160,20,True,False,True,True,False,False,RIGHT,RIGHT,1125,1124
360,160,370,160,420,260,DOWN,RIGHT,160,150,20,True,False,True,True,False,False,RIGHT,RIGHT,1124,1123
360,160,370,160,420,260,DOWN,RIGHT,160,150,20,True,False,True,True,False,False,RIGHT,RIGHT,1124,1123
370,160,380,160,420,260,DOWN,RIGHT,150,140,20,True,False,True,True,False,False,RIGHT,RIGHT,1123,1122
370,160,380,160,420,260,DOWN,RIGHT,150,140,20,True,False,True,True,False,False,RIGHT,RIGHT,1123,1122
380,160,390,160,420,260,DOWN,RIGHT,140,130,20,True,False,True,True,False,False,RIGHT,RIGHT,1122,1121
380,160,390,160,420,260,DOWN,RIGHT,140,130,20,True,False,True,True,False,False,RIGHT,RIGHT,1122,1121
390,160,400,160,420,260,DOWN,RIGHT,130,120,20,True,False,True,True,False,False,RIGHT,RIGHT,1121,1120
390,160,400,160,420,260,DOWN,RIGHT,130,120,20,True,False,True,True,False,False,RIGHT,RIGHT,1121,1120
400,160,410,160,420,260,DOWN,RIGHT,120,110,20,True,False,True,True,False,False,RIGHT,RIGHT,1120,1119
400,160,410,160,420,260,DOWN,RIGHT,120,110,20,True,False,True,True,False,False,RIGHT,RIGHT,1120,1119
410,160,420,160,420,260,DOWN,RIGHT,110,100,20,True,False,True,True,False,False,RIGHT,RIGHT,1119,1118
410,160,420,160,420,260,DOWN,RIGHT,110,100,20,True,False,True,True,False,False,RIGHT,RIGHT,1119,1118
420,160,430,160,420,260,DOWN,EQUAL,100,110,20,True,False,True,True,False,False,RIGHT,RIGHT,1118,1117
420,160,430,160,420,260,DOWN,EQUAL,100,110,20,True,False,True,True,False,False,RIGHT,RIGHT,1118,1117
430,160,430,170,420,260,DOWN,LEFT,110,100,20,True,False,True,True,False,False,RIGHT,DOWN,1117,1116
430,160,430,170,420,260,DOWN,LEFT,110,100,20,True,False,True,True,True,False,DOWN,DOWN,1117,1116
430,170,430,180,420,260,DOWN,LEFT,100,90,20,True,True,False,True,True,False,DOWN,DOWN,1116,1115
430,170,430,180,420,260,DOWN,LEFT,100,90,20,True,True,False,True,True,False,DOWN,DOWN,1116,1115
430,180,430,190,420,260,DOWN,LEFT,90,80,20,True,True,False,True,True,False,DOWN,DOWN,1115,1114
430,180,430,190,420,260,DOWN,LEFT,90,80,20,True,True,False,True,True,False,DOWN,DOWN,1115,1114
430,190,430,200,420,260,DOWN,LEFT,80,70,20,True,True,False,True,True,False,DOWN,DOWN,1114,1113
430,190,430,200,420,260,DOWN,LEFT,80,70,20,True,True,False,True,True,False,DOWN,DOWN,1114,1113
430,200,430,210,420,260,DOWN,LEFT,70,60,20,True,True,False,True,True,False,DOWN,DOWN,1113,1112
430,200,430,210,420,260,DOWN,LEFT,70,60,20,True,True,False,True,True,False,DOWN,DOWN,1113,1112
430,210,430,220,420,260,DOWN,LEFT,60,50,20,True,True,False,True,True,False,DOWN,DOWN,1112,1111
430,210,430,220,420,260,DOWN,LEFT,60,50,20,True,True,False,True,True,False,DOWN,DOWN,1112,1111
430,220,420,220,420,260,DOWN,LEFT,50,40,20,True,True,False,True,True,False,DOWN,LEFT,1111,1110
430,220,420,220,420,260,DOWN,LEFT,50,40,20,True,True,False,True,True,False,LEFT,LEFT,1111,1110
420,220,410,220,420,260,DOWN,EQUAL,40,50,20,False,True,True,True,True,False,LEFT,LEFT,1110,1109
420,220,410,220,420,260,DOWN,EQUAL,40,50,20,False,True,True,True,True,False,LEFT,LEFT,1110,1109
410,220,410,230,420,260,DOWN,RIGHT,50,40,20,False,True,True,True,True,False,LEFT,DOWN,1109,1108
410,220,410,230,420,260,DOWN,RIGHT,50,40,20,False,True,True,True,False,False,DOWN,DOWN,1109,1108
410,230,410,240,420,260,DOWN,RIGHT,40,30,20,True,True,False,True,False,False,DOWN,DOWN,1108,1107
410,230,410,240,420,260,DOWN,RIGHT,40,30,20,True,True,False,True,False,False,DOWN,DOWN,1108,1107
410,240,410,250,420,260,DOWN,RIGHT,30,20,20,True,True,False,True,False,False,DOWN,DOWN,1107,1106
410,240,410,250,420,260,DOWN,RIGHT,30,20,20,True,True,False,True,False,False,DOWN,DOWN,1107,1106
410,250,410,260,420,260,DOWN,RIGHT,20,10,20,True,True,False,True,False,False,DOWN,DOWN,1106,1105
410,250,410,260,420,260,DOWN,RIGHT,20,10,20,True,True,False,True,False,False,DOWN,DOWN,1106,1105
410,260,410,270,420,260,EQUAL,RIGHT,10,20,20,True,True,False,True,False,False,DOWN,DOWN,1105,1104
410,260,410,270,420,260,EQUAL,RIGHT,10,20,20,True,True,False,True,False,False,DOWN,DOWN,1105,1104
410,270,410,280,420,260,UP,RIGHT,20,30,20,True,True,False,True,False,False,DOWN,DOWN,1104,1103
410,270,410,280,420,260,UP,RIGHT,20,30,20,True,True,False,True,False,False,DOWN,DOWN,1104,1103
410,280,410,290,420,260,UP,RIGHT,30,40,20,True,True,False,True,False,False,DOWN,DOWN,1103,1102
410,280,410,290,420,260,UP,RIGHT,30,40,20,True,True,False,True,False,False,DOWN,DOWN,1103,1102
410,290,410,300,420,260,UP,RIGHT,40,50,20,True,True,False,True,False,False,DOWN,DOWN,1102,1101
410,290,410,300,420,260,UP,RIGHT,40,50,20,True,True,False,True,False,False,DOWN,DOWN,1102,1101
410,300,410,310,420,260,UP,RIGHT,50,60,20,True,True,False,True,False,False,DOWN,DOWN,1101,1100
410,300,410,310,420,260,UP,RIGHT,50,60,20,True,True,False,True,False,False,DOWN,DOWN,1101,1100
410,310,410,320,420,260,UP,RIGHT,60,70,20,True,True,False,True,False,False,DOWN,DOWN,1100,1099
410,310,410,320,420,260,UP,RIGHT,60,70,20,True,True,False,True,False,False,DOWN,DOWN,1100,1099
410,320,420,320,420,260,UP,RIGHT,70,60,20,True,True,False,True,False,False,DOWN,RIGHT,1099,1098
410,320,420,320,420,260,UP,RIGHT,70,60,20,True,True,False,True,False,False,RIGHT,RIGHT,1099,1098
420,320,420,310,420,260,UP,EQUAL,60,50,20,True,False,True,True,False,True,RIGHT,UP,1098,1097
420,320,420,310,420,260,UP,EQUAL,60,50,20,True,False,True,True,True,True,UP,UP,1098,1097
420,310,420,300,420,260,UP,EQUAL,50,40,20,True,False,True,False,True,True,UP,UP,1097,1096
420,310,420,300,420,260,UP,EQUAL,50,40,20,True,False,True,False,True,True,UP,UP,1097,1096
420,300,420,290,420,260,UP,EQUAL,40,30,20,True,False,True,False,True,True,UP,UP,1096,1095
420,300,420,290,420,260,UP,EQUAL,40,30,20,True,False,True,False,True,True,UP,UP,1096,1095
420,290,420,280,420,260,UP,EQUAL,30,20,20,True,False,True,False,True,True,UP,UP,1095,1094
420,290,420,280,420,260,UP,EQUAL,30,20,20,True,False,True,False,True,True,UP,UP,1095,1094
420,280,420,270,420,260,UP,EQUAL,20,10,20,True,False,True,False,True,True,UP,UP,1094,1093
420,280,420,270,420,260,UP,EQUAL,20,10,20,True,False,True,False,True,True,UP,UP,1094,1093
420,270,420,260,420,260,UP,EQUAL,10,0,20,True,False,True,False,True,True,UP,UP,1093,1193
420,270,420,260,420,260,UP,EQUAL,10,0,20,True,False,True,False,True,True,UP,UP,1093,1193
420,260,420,250,410,360,EQUAL,EQUAL,110,120,21,True,False,True,False,True,True,UP,UP,1193,1192
420,260,420,250,410,360,EQUAL,EQUAL,110,120,21,True,False,True,False,True,True,UP,UP,1193,1192
420,250,430,250,410,360,DOWN,LEFT,120,130,21,True,False,True,False,True,False,UP,RIGHT,1192,1191
420,250,430,250,410,360,DOWN,LEFT,120,130,21,True,False,True,False,False,False,RIGHT,RIGHT,1192,1191
430,250,430,240,410,360,DOWN,LEFT,130,140,21,True,False,True,True,False,False,RIGHT,UP,1191,1190
430,250,430,240,410,360,DOWN,LEFT,130,140,21,True,False,True,True,False,False,UP,UP,1191,1190
430,240,430,230,410,360,DOWN,LEFT,140,150,21,True,True,True,False,False,False,UP,UP,1190,1189
430,240,430,230,410,360,DOWN,LEFT,140,150,21,True,True,True,False,False,False,UP,UP,1190,1189
430,230,430,220,410,360,DOWN,LEFT,150,160,21,True,True,True,False,False,False,UP,UP,1189,1188
430,230,430,220,410,360,DOWN,LEFT,150,160,21,True,True,True,False,False,False,UP,UP,1189,1188
430,220,430,210,410,360,DOWN,LEFT,160,170,21,True,True,True,False,False,False,UP,UP,1188,1187
430,220,430,210,410,360,DOWN,LEFT,160,170,21,True,True,True,False,False,False,UP,UP,1188,1187
430,210,430,200,410,360,DOWN,LEFT,170,180,21,True,True,True,False,False,False,UP,UP,1187,1186
430,210,430,200,410,360,DOWN,LEFT,170,180,21,True,True,True,False,False,False,UP,UP,1187,1186
430,200,430,190,410,360,DOWN,LEFT,180,190,21,True,True,True,False,False,False,UP,UP,1186,1185
430,200,430,190,410,360,DOWN,LEFT,180,190,21,True,True,True,False,False,False,UP,UP,1186,1185
430,190,420,190,410,360,DOWN,LEFT,190,180,21,True,True,True,False,False,False,UP,LEFT,1185,1184
430,190,420,190,410,360,DOWN,LEFT,190,180,21,True,True,True,False,False,False,LEFT,LEFT,1185,1184
420,190,410,190,410,360,DOWN,LEFT,180,170,21,False,True,True,True,False,False,LEFT,LEFT,1184,1183
420,190,410,190,410,360,DOWN,LEFT,180,170,21,False,True,True,True,False,False,LEFT,LEFT,1184,1183
410,190,400,190,410,360,DOWN,EQUAL,170,180,21,False,True,True,True,False,False,LEFT,LEFT,1183,1182
410,190,400,190,410,360,DOWN,EQUAL,170,180,21,False,True,True,True,False,False,LEFT,LEFT,1183,1182
400,190,400,200,410,360,DOWN,RIGHT,180,170,21,False,True,True,True,False,False,LEFT,DOWN,1182,1181
400,190,400,200,410,360,DOWN,RIGHT,180,170,21,False,True,True,True,True,False,DOWN,DOWN,1182,1181
400,200,400,210,410,360,DOWN,RIGHT,170,160,21,True,True,False,True,True,False,DOWN,DOWN,1181,1180
400,200,400,210,410,360,DOWN,RIGHT,170,160,21,True,True,False,True,True,False,DOWN,DOWN,1181,1180
400,210,400,220,410,360,DOWN,RIGHT,160,150,21,True,True,False,True,True,False,DOWN,DOWN,1180,1179
400,210,400,220,410,360,DOWN,RIGHT,160,150,21,True,True,False,True,True,False,DOWN,DOWN,1180,1179
400,220,400,230,410,360,DOWN,RIGHT,150,140,21,True,True,False,True,True,False,DOWN,DOWN,1179,1178
400,220,400,230,410,360,DOWN,RIGHT,150,140,21,True,True,False,True,True,False,DOWN,DOWN,1179,1178
400,230,400,240,410,360,DOWN,RIGHT,140,130,21,True,True,False,True,True,False,DOWN,DOWN,1178,1177
400,230,400,240,410,360,DOWN,RIGHT,140,130,21,True,True,False,True,True,False,DOWN,DOWN,1178,1177
400,240,400,250,410,360,DOWN,RIGHT,130,120,21,True,True,False,True,True,False,DOWN,DOWN,1177,1176
400,240,400,250,410,360,DOWN,RIGHT,130,120,21,True,True,False,True,True,False,DOWN,DOWN,1177,1176
400,250,400,260,410,360,DOWN,RIGHT,120,110,21,True,True,False,True,True,False,DOWN,DOWN,1176,1175
400,250,400,260,410,360,DOWN,RIGHT,120,110,21,True,True,False,True,True,False,DOWN,DOWN,1176,1175
400,260,400,270,410,360,DOWN,RIGHT,110,100,21,True,True,False,True,True,False,DOWN,DOWN,1175,1174
400,260,400,270,410,360,DOWN,RIGHT,110,100,21,True,True,False,True,True,False,DOWN,DOWN,1175,1174
400,270,400,280,410,360,DOWN,RIGHT,100,90,21,True,True,False,True,True,False,DOWN,DOWN,1174,1173
400,270,400,280,410,360,DOWN,RIGHT,100,90,21,True,True,False,True,True,False,DOWN,DOWN,1174,1173
400,280,400,290,410,360,DOWN,RIGHT,90,80,21,True,True,False,True,True,False,DOWN,DOWN,1173,1172
400,280,400,290,410,360,DOWN,RIGHT,90,80,21,True,True,False,True,True,False,DOWN,DOWN,1173,1172
400,290,400,300,410,360,DOWN,RIGHT,80,70,21,True,True,False,True,True,False,DOWN,DOWN,1172,1171
400,290,400,300,410,360,DOWN,RIGHT,80,70,21,True,True,False,True,True,False,DOWN,DOWN,1172,1171
400,300,400,310,410,360,DOWN,RIGHT,70,60,21,True,True,False,True,True,False,DOWN,DOWN,1171,1170
400,300,400,310,410,360,DOWN,RIGHT,70,60,21,True,True,False,True,True,False,DOWN,DOWN,1171,1170
400,310,410,310,410,360,DOWN,RIGHT,60,50,21,True,True,False,True,True,False,DOWN,RIGHT,1170,1169
400,310,410,310,410,360,DOWN,RIGHT,60,50,21,True,True,False,True,True,False,RIGHT,RIGHT,1170,1169
410,310,410,320,410,360,DOWN,EQUAL,50,40,21,True,False,True,True,True,False,RIGHT,DOWN,1169,1168
410,310,410,320,410,360,DOWN,EQUAL,50,40,21,True,False,True,True,False,False,DOWN,DOWN,1169,1168
410,320,410,330,410,360,DOWN,EQUAL,40,30,21,True,True,False,True,False,False,DOWN,DOWN,1168,1167
410,320,410,330,410,360,DOWN,EQUAL,40,30,21,True,True,False,True,False,False,DOWN,DOWN,1168,1167
410,330,410,340,410,360,DOWN,EQUAL,30,20,21,True,True,False,True,False,False,DOWN,DOWN,1167,1166
410,330,410,340,410,360,DOWN,EQUAL,30,20,21,True,True,False,True,False,False,DOWN,DOWN,1167,1166
410,340,410,350,410,360,DOWN,EQUAL,20,10,21,True,True,False,True,False,False,DOWN,DOWN,1166,1165
410,340,410,350,410,360,DOWN,EQUAL,20,10,21,True,True,False,True,False,False,DOWN,DOWN,1166,1165
410,350,410,360,410,360,DOWN,EQUAL,10,0,21,True,True,False,True,False,False,DOWN,DOWN,1165,1265
410,350,410,360,410,360,DOWN,EQUAL,10,0,21,True,True,False,True,False,False,DOWN,DOWN,1165,1265
410,360,410,370,420,410,EQUAL,EQUAL,60,50,22,True,True,False,True,False,False,DOWN,DOWN,1265,1264
410,360,410,370,420,410,EQUAL,EQUAL,60,50,22,True,True,False,True,False,False,DOWN,DOWN,1265,1264
410,370,410,380,420,410,DOWN,RIGHT,50,40,22,True,True,False,True,False,False,DOWN,DOWN,1264,1263
410,370,410,380,420,410,DOWN,RIGHT,50,40,22,True,True,False,True,False,False,DOWN,DOWN,1264,1263
410,380,410,390,420,410,DOWN,RIGHT,40,30,22,True,True,False,True,False,False,DOWN,DOWN,1263,1262
410,380,410,390,420,410,DOWN,RIGHT,40,30,22,True,True,False,True,False,False,DOWN,DOWN,1263,1262
410,390,400,390,420,410,DOWN,RIGHT,30,40,22,True,True,False,True,False,False,DOWN,LEFT,1262,1261
410,390,400,390,420,410,DOWN,RIGHT,30,40,22,True,True,False,True,False,False,LEFT,LEFT,1262,1261
400,390,390,390,420,410,DOWN,RIGHT,40,50,22,False,True,True,True,False,False,LEFT,LEFT,1261,1260
400,390,390,390,420,410,DOWN,RIGHT,40,50,22,False,True,True,True,False,False,LEFT,LEFT,1261,1260
390,390,380,390,420,410,DOWN,RIGHT,50,60,22,False,True,True,True,False,False,LEFT,LEFT,1260,1259
390,390,380,390,420,410,DOWN,RIGHT,50,60,22,False,True,True,True,False,False,LEFT,LEFT,1260,1259
